X,y
"[0.9208901  0.89901051 0.86588959 0.83242833 0.80148568 0.85826641
 0.81068045 0.77864614 0.7538835  0.85885447 0.80790958 0.77347859
 0.74673998 0.86457753 0.81929112 0.79111067 0.7681248  0.87394457
 0.84100345 0.82133849 0.80544779 0.58125645 0.58515967 0.56960119
 0.55309635 0.54002576 0.53951463 0.52406828 0.5343706  0.54477423
 0.53244447 0.52823723 0.54764382 0.56044822 0.5252574  0.52750601
 0.54928878 0.56160748 0.51827298 0.52148053 0.53921873 0.55067505]",esposa
"[0.74205139 0.71389575 0.68754008 0.6691884  0.65483403 0.68035125
 0.66047482 0.6491858  0.64480882 0.68543116 0.66125038 0.66737902
 0.68056598 0.69186494 0.6687213  0.68001405 0.69625524 0.70080965
 0.67826373 0.6826757  0.69406    0.78525279 0.74608701 0.71189331
 0.68712313 0.66583109 0.71597906 0.68194308 0.66701606 0.65647048
 0.73824054 0.70401029 0.68653697 0.6722371  0.76438191 0.73631258
 0.7208727  0.7071714  0.7923873  0.77749462 0.76556588 0.75472588]",esposa
"[0.74046962 0.70619222 0.677573   0.65746078 0.63965057 0.68275013
 0.65807788 0.64982319 0.64412273 0.70577067 0.68175161 0.67174268
 0.66388294 0.73215395 0.7138483  0.70439423 0.69531588 0.75916917
 0.75351022 0.74797444 0.74221929 0.7646479  0.73420311 0.70894476
 0.69259676 0.6801519  0.70696945 0.68856489 0.67795573 0.67330359
 0.71301955 0.68946991 0.69081105 0.69952134 0.72051157 0.69698946
 0.70466596 0.71840898 0.73046248 0.70727094 0.70851702 0.71759084]",esposa
"[0.68887233 0.66514312 0.63400509 0.61086624 0.59193666 0.59334453
 0.56409359 0.55147452 0.5417159  0.59416211 0.57273886 0.59676809
 0.6097342  0.59858222 0.58264635 0.60974437 0.6208413  0.60608128
 0.59271332 0.61129136 0.62086342 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.78490911 0.75184659 0.72667911 0.70786482 0.68919959 0.74655599
 0.72088549 0.69824158 0.67984335 0.75749386 0.72188454 0.72537735
 0.73479751 0.7663919  0.72859537 0.73316442 0.74534438 0.77407967
 0.74152834 0.74103669 0.75031396 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.69981473 0.67199975 0.639685   0.61514425 0.59445137 0.59906628
 0.56886122 0.55523461 0.54515271 0.60157167 0.57898138 0.60225474
 0.61776814 0.60828428 0.589953   0.61589947 0.62824992 0.61846349
 0.60327925 0.62155983 0.63262408 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.67799379 0.65854534 0.6298618  0.60801437 0.59141964 0.58280749
 0.55682685 0.54740094 0.54088016 0.58265115 0.56825243 0.59458596
 0.6070135  0.58731284 0.57652934 0.603025   0.61192437 0.59557998
 0.58631117 0.60478574 0.61256638 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.77860274 0.74567656 0.72002397 0.6999337  0.68003763 0.7355803
 0.70954356 0.68674246 0.66842207 0.74597886 0.70959447 0.7127785
 0.72222882 0.75509927 0.71817217 0.72226217 0.734258   0.76362768
 0.73263386 0.73143358 0.73994841 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[0.7898467  0.75657012 0.73345973 0.71648009 0.69802469 0.75487251
 0.73255172 0.7100763  0.69198208 0.76703371 0.73131994 0.72892818
 0.73518672 0.77726561 0.74025038 0.7407854  0.75163397 0.78666249
 0.75648266 0.7513277  0.75712717 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",esposa
"[1.12920531 1.06131453 0.99934674 0.95607086 0.91375511 1.00584852
 0.95471291 0.9184196  0.88482961 1.02572713 0.97280068 0.93326758
 0.89601539 1.05188457 0.99890146 0.96026205 0.92764991 1.08072843
 1.04496944 1.01326152 0.98497324 0.99723388 0.97942308 0.9305594
 0.88978121 0.85612867 0.87216021 0.81097002 0.77394023 0.74100288
 0.87461423 0.81266792 0.77391679 0.73796181 0.8896433  0.82985275
 0.79428777 0.76134591 0.91527635 0.87863394 0.85120081 0.82384175]",hijo
"[1.18483915 1.13332729 1.06895871 1.0216842  0.97575027 1.04093282
 0.98914973 0.9563872  0.92710009 1.05494066 1.00422089 0.96986
 0.93826793 1.07975528 1.03247324 1.00090124 0.97159706 1.11279411
 1.08775963 1.06454115 1.04131555 1.0623404  1.02289073 0.9698415
 0.92400622 0.88113491 0.93683476 0.88533835 0.84931588 0.81777578
 0.94868781 0.89834308 0.86168404 0.82692969 0.97162731 0.92842326
 0.89592658 0.86611706 1.00389717 0.97583154 0.94930736 0.92213622]",hijo
"[1.03103469 1.00707279 0.9551689  0.91287832 0.87678829 0.89626815
 0.83496053 0.79778684 0.76536876 0.89873249 0.83635161 0.7977455
 0.7616289  0.91467755 0.85672926 0.8212668  0.78827759 0.9425839
 0.90609168 0.87843552 0.85144554 1.14808682 1.07907387 1.01136138
 0.96500923 0.91939348 1.01260249 0.95700227 0.92050993 0.88668387
 1.03098832 0.97542876 0.93624261 0.89855558 1.05680205 1.00508271
 0.96808625 0.93614582 1.0864667  1.05180868 1.0209181  0.99207513]",hijo
"[0.96719328 0.95377317 0.90609427 0.86631881 0.83451482 0.84641805
 0.78858441 0.75261384 0.72153281 0.84588404 0.78570592 0.74767488
 0.71231242 0.85840456 0.80043964 0.76547973 0.7328167  0.88222816
 0.84388579 0.81545606 0.78799061 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",hijo
"[1.17008588 1.12262262 1.06335862 1.01828833 0.97486001 1.03170551
 0.9793137  0.94637042 0.9166815  1.04285391 0.9917799  0.95604402
 0.92405317 1.06515913 1.01914845 0.98711192 0.95706643 1.09660612
 1.07075196 1.04795577 1.02563119 1.08350012 1.03882373 0.98465906
 0.93886152 0.8965231  0.95456772 0.89976617 0.86323503 0.83100345
 0.96606914 0.91377146 0.87521302 0.83945906 0.98739516 0.94244659
 0.909335   0.87961162 1.01571503 0.98827326 0.96405188 0.93997498]",hijo
"[1.18644532 1.12701802 1.06645022 1.02119756 0.97916625 1.04270884
 0.99412168 0.96429464 0.93589432 1.05585686 1.00896754 0.97476074
 0.94329425 1.07949737 1.03785195 1.0083197  0.97915138 1.11012152
 1.09015818 1.06991278 1.04790027 1.04591348 1.01043426 0.9599308
 0.9171649  0.87817359 0.93225175 0.87800883 0.8409983  0.80778153
 0.94153058 0.88876208 0.84928548 0.81261347 0.95996859 0.91415898
 0.88212604 0.85404277 0.98483767 0.95631222 0.93173339 0.90804628]",hijo
"[0.81166794 0.81791151 0.84030178 0.867754   0.8917063  0.80775844
 0.86751752 0.87422314 0.86132367 0.80936012 0.87639276 0.87722462
 0.86102658 0.82049885 0.88497328 0.88196976 0.86254256 0.83624283
 0.88181769 0.87996387 0.86509823 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.83784891 0.87153675 0.90028902 0.92610309 0.95217175 0.88301605
 0.94564054 0.95308898 0.94744221 0.87681512 0.94958372 0.94787646
 0.93673355 0.87613543 0.94788398 0.94147147 0.92665941 0.87828185
 0.93520216 0.9335159  0.92302675 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.84672142 0.87084822 0.8861848  0.90924039 0.93520793 0.82410919
 0.88222477 0.89188093 0.88001133 0.82134768 0.88662475 0.8942644
 0.88163623 0.82893093 0.89519667 0.90208222 0.88530112 0.84448073
 0.89801826 0.90351116 0.88814068 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.84464729 0.87888736 0.90485293 0.92690302 0.94997497 0.87936597
 0.94374928 0.95211667 0.9456108  0.87478871 0.94882512 0.94842017
 0.93654868 0.87554904 0.94816753 0.94291676 0.92749179 0.88013356
 0.93726874 0.93497474 0.92232595 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.86880107 0.84784713 0.81752285 0.79537078 0.77470091 0.78417854
 0.7474958  0.72513735 0.70808111 0.79100276 0.75243906 0.72967124
 0.7101911  0.80449694 0.76804064 0.74314955 0.72092964 0.82453238
 0.7956252  0.77559568 0.75712544 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",nopermiso
"[0.65162476 0.64440911 0.6628441  0.69001321 0.7120762  0.67906136
 0.71790902 0.74425928 0.76402148 0.6993462  0.75644404 0.75643588
 0.7443086  0.71991489 0.76811655 0.76353858 0.74956342 0.73788426
 0.77300433 0.76778258 0.75628179 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.88890095 0.85474174 0.84008207 0.84438476 0.85216764 0.82584335
 0.8376871  0.85495139 0.86243211 0.85033111 0.87008841 0.88444146
 0.88513166 0.87853032 0.89517112 0.90532852 0.90436329 0.90679275
 0.91835723 0.92404301 0.92346611 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.67162924 0.66377594 0.68153965 0.71000725 0.73229127 0.69293951
 0.73298493 0.7569908  0.77364824 0.71458255 0.77021981 0.77044116
 0.7577953  0.73615162 0.78452836 0.7819268  0.76876871 0.75521892
 0.791954   0.78940419 0.77877834 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.62568201 0.62554625 0.65006298 0.6786809  0.69904222 0.66522934
 0.70883474 0.73686773 0.75672528 0.68391719 0.74167826 0.73593943
 0.71875373 0.70148729 0.75004142 0.74188149 0.72519826 0.71568518
 0.75288088 0.74523038 0.73116911 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.87768094 0.84245585 0.8281107  0.83174342 0.83602519 0.81713081
 0.83090731 0.8479837  0.85590898 0.84206493 0.8635747  0.8787536
 0.87976984 0.86954109 0.88905566 0.90016829 0.89954476 0.89741292
 0.91046176 0.91641654 0.91620574 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.90239425 0.8657762  0.84835331 0.85136608 0.85821027 0.83350672
 0.84193826 0.86057232 0.87048902 0.85840476 0.87301693 0.88865663
 0.89186086 0.88658379 0.89934409 0.91089932 0.91191091 0.91506495
 0.92309762 0.92901628 0.92947092 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",yo
"[0.82377916 0.78947314 0.74571408 0.70990601 0.67762509 0.76455063
 0.71980069 0.68833139 0.6635528  0.77891106 0.73035668 0.69260451
 0.66353635 0.7867227  0.74163279 0.70767984 0.68394466 0.78682286
 0.75137783 0.72438166 0.70232742 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.91264589 0.91780258 0.90274107 0.88139903 0.86319725 0.8739157
 0.82807828 0.79966322 0.77707643 0.85880416 0.80611354 0.77744113
 0.75754178 0.84800954 0.79806058 0.77088143 0.75319648 0.84076134
 0.80125079 0.77890026 0.7622894  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.83351686 0.80399933 0.76306654 0.72779391 0.69674581 0.7750289
 0.72766663 0.69472101 0.66911139 0.78316967 0.73537121 0.69873872
 0.67127097 0.7868835  0.74284551 0.70927364 0.68600378 0.78613607
 0.75126981 0.7253864  0.70460404 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.8078949  0.76963417 0.72582601 0.68974373 0.6581577  0.74712509
 0.70302027 0.67137717 0.6466529  0.76468743 0.71970587 0.68414515
 0.65785129 0.77557896 0.73460753 0.70193492 0.67833023 0.77969206
 0.74603914 0.71956229 0.69862936 1.11367441 1.10493901 1.08452154
 1.06599475 1.05327726 1.0726466  1.01255055 0.97516203 0.94639221
 1.06716661 0.99643451 0.9522408  0.92304659 1.05835837 0.9932575
 0.95087605 0.92014848 1.04542874 0.99732448 0.9662414  0.94082262]",fuego
"[0.91008433 0.91103603 0.89277052 0.871077   0.85240806 0.86071513
 0.81817649 0.79155513 0.77081585 0.8497816  0.80515808 0.77912404
 0.76114903 0.84228449 0.80078136 0.77533826 0.75875677 0.83744982
 0.80555457 0.78305208 0.76552935 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.91421066 0.92156296 0.90823842 0.89107513 0.87539748 0.8667485
 0.82965737 0.80642358 0.78838175 0.85459889 0.81942712 0.79981259
 0.7869337  0.84824336 0.81778729 0.79978446 0.78982063 0.84589074
 0.82330971 0.80648888 0.79341371 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.98080929 0.96172692 0.92764307 0.89338787 0.86624226 0.93282786
 0.87099167 0.83150758 0.8031283  0.930731   0.8636135  0.81887284
 0.7895784  0.9286572  0.86557258 0.82730443 0.80179644 0.92813315
 0.88345513 0.85810388 0.84136    0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.98868992 0.97405859 0.94446989 0.91276352 0.886811   0.93869451
 0.8744892  0.84011781 0.81718923 0.93239764 0.86537847 0.82526805
 0.7980108  0.9274014  0.86601809 0.82932257 0.80292617 0.92571294
 0.88196481 0.85975546 0.84449994 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",fuego
"[0.74287009 0.71006687 0.69643146 0.69460892 0.68804582 0.72961277
 0.73637852 0.74024216 0.74486491 0.75524931 0.76953259 0.77820326
 0.7860571  0.77643523 0.79416127 0.80414778 0.81160733 0.79208836
 0.81292039 0.82628669 0.836868   0.836657   0.78899655 0.75875022
 0.75210642 0.75846182 0.73409969 0.71957552 0.71154289 0.7070723
 0.74991256 0.72588492 0.71392418 0.70490426 0.77847848 0.74861914
 0.73309403 0.71954975 0.82021071 0.80486663 0.79777491 0.78972171]",arboles
"[0.44092284 0.42986532 0.39500294 0.35991479 0.33438579 0.34116972
 0.28602646 0.24933826 0.22030862 0.33346992 0.27775983 0.24346878
 0.21802364 0.33726212 0.28830336 0.25572683 0.2320177  0.34944088
 0.32450744 0.30736637 0.29271224 1.06145046 1.04892576 1.06012848
 1.08086306 1.10395336 1.0530276  1.09139462 1.11757832 1.13723859
 1.06868725 1.1086952  1.13437877 1.15343028 1.09201408 1.12992748
 1.15402166 1.17045475 1.1214307  1.15814918 1.1800032  1.19691456]",arboles
"[0.86847546 0.82517795 0.79973569 0.79673864 0.80615971 0.77360227
 0.76540402 0.76534094 0.76689133 0.78941955 0.77375758 0.77002388
 0.76643229 0.81863766 0.79716374 0.78790202 0.7771253  0.86229006
 0.85321082 0.85073489 0.84458725 0.7201553  0.6888403  0.67447279
 0.67238051 0.66605746 0.70501789 0.71051396 0.71328314 0.71728455
 0.73073616 0.74296361 0.75134982 0.75956674 0.75264929 0.76837901
 0.77814508 0.78600944 0.76957097 0.78913651 0.80176554 0.81201768]",arboles
